,id,method,path,query,label
0,0,GET,/tienda,,anomalous
1,1,GET,/tienda1,,anomalous
2,2,GET,/tienda1/,,anomalous
3,3,GET,/tienda1/publico/productos.jsp,,anomalous
4,4,GET,/tienda1/publico/caracteristicas.jsp,id=2,anomalous
5,5,POST,/tienda1/publico/anadir.jsp,cantidad=a&id=2&nombre=Queso+Manchego&precio=39&B1=A%F1adir+al+carrito,anomalous
6,6,GET,/tienda1/publico/caracteristicas.jsp,id=,anomalous
7,7,GET,/tienda1/publico/caracteristicas.jsp,id=*,anomalous
8,8,GET,/tienda1/publico/caracteristicas.jsp,id=-,anomalous
9,9,GET,/tienda1/publico/caracteristicas.jsp,id=-1,anomalous
10,10,GET,/tienda1/imagenes/-1.gif,,anomalous
11,11,GET,/tienda1/publico/caracteristicas.jsp,id=0,anomalous
12,12,GET,/tienda1/imagenes/0.gif,,anomalous
13,13,POST,/tienda1/publico/anadir.jsp,cantidad=1&id=0&nombre=&precio=&B1=A%F1adir+al+carrito,anomalous
14,14,GET,/tienda1/publico/carrito.jsp,,anomalous
15,15,GET,/tienda1/publico/productos.jsp,,anomalous
16,16,GET,/tienda1/publico/caracteristicas.jsp,id=2,anomalous
17,17,GET,/tienda1/publico/caracteristicas.jsp,id=-1,anomalous
18,18,GET,/tienda1/imagenes/-1.gif,,anomalous
19,19,POST,/tienda1/publico/anadir.jsp,cantidad=1&id=-1&nombre=&precio=&B1=A%F1adir+al+carrito,anomalous
20,20,GET,/tienda1/publico/carrito.jsp,,anomalous
21,21,GET,/tienda1/publico/productos.jsp,,anomalous
22,22,GET,/tienda1/publico/caracteristicas.jsp,id=3,anomalous
23,23,POST,/tienda1/publico/anadir.jsp,cantidad=1&id=3&nombre=Vino+Rioja&precio=85&B1=A%F1adir+al+carrito,anomalous
24,24,GET,/tienda1/publico/carrito.jsp,,anomalous
25,25,POST,/tienda1/publico/pagar.jsp,precio=85&B1=Pasar+por+caja,anomalous
26,26,GET,/tienda1/publico/entrar.jsp,,anomalous
27,27,POST,/tienda1/publico/autenticar.jsp,modo=entrar&login=maria-*%2F&pwd=maria&B1=Entrar,anomalous
28,28,POST,/tienda1/publico/autenticar.jsp,modo=entrar&login=maria&pwd=maria-*%2F&B1=Entrar,anomalous
29,29,POST,/tienda1/publico/autenticar.jsp,modo=entrar&login=maria&pwd=maria&remember=on&B1=Entrar,anomalous
30,30,GET,/tienda1/miembros/fotos.jsp,,anomalous
