,id,method,path,query,label
0,10000,POST,/tienda1/miembros/editar.jsp,modo=insertar&login=m5&password=m5&nombre=m&apellidos=m&email=be%40verl%40y.ala%40ne%40europop.pn&dni=m&direccion=m&ciudad=m&provincia=31&cp=67893&ntc=6908235978348765&B1=Confirmar,anomalous
1,10001,POST,/tienda1/miembros/editar.jsp,modo=insertar&login=m5&password=m5&nombre=m&apellidos=m&email=bewes%40%40c%40lementelr.ar&dni=m&direccion=m&ciudad=m&provincia=31&cp=67893&ntc=6908235978348765&B1=Confirmar,anomalous
2,10002,POST,/tienda1/miembros/editar.jsp,modo=insertar&login=m5&password=m5&nombre=m&apellidos=m&email=bexley%40city%40cvs%40.tt&dni=m&direccion=m&ciudad=m&provincia=31&cp=67893&ntc=6908235978348765&B1=Confirmar,anomalous
3,10003,POST,/tienda1/miembros/editar.jsp,modo=insertar&login=m5&password=m5&nombre=m&apellidos=m&email=bey-converse%40%40asesoriaviesca.ky&dni=m&direccion=m&ciudad=m&provincia=31&cp=67893&ntc=6908235978348765&B1=Confirmar,anomalous
4,10004,POST,/tienda1/miembros/editar.jsp,modo=insertar&login=m5&password=m5&nombre=m&apellidos=m&email=beyer%40cincocolor%40es.tr&dni=m&direccion=m&ciudad=m&provincia=31&cp=67893&ntc=6908235978348765&B1=Confirmar,anomalous
5,10005,POST,/tienda1/miembros/editar.jsp,modo=insertar&login=m5&password=m5&nombre=m&apellidos=m&email=be%40ymer%40testev%40elocidad.fm&dni=m&direccion=m&ciudad=m&provincia=31&cp=67893&ntc=6908235978348765&B1=Confirmar,anomalous
6,10006,POST,/tienda1/miembros/editar.jsp,modo=insertar&login=m5&password=m5&nombre=m&apellidos=m&email=beytelman%40faders.c%40om.cm&dni=m&direccion=m&ciudad=m&provincia=31&cp=67893&ntc=6908235978348765&B1=Confirmar,anomalous
7,10007,POST,/tienda1/miembros/editar.jsp,modo=insertar&login=m5&password=m5&nombre=m&apellidos=m&email=bezaleel1%40muev%40etuweb.as&dni=m&direccion=m&ciudad=m&provincia=31&cp=67893&ntc=6908235978348765&B1=Confirmar,anomalous
8,10008,POST,/tienda1/miembros/editar.jsp,modo=insertar&login=m5&password=m5&nombre=m&apellidos=m&email=bezyay%40ev%40turinga%40.io&dni=m&direccion=m&ciudad=m&provincia=31&cp=67893&ntc=6908235978348765&B1=Confirmar,anomalous
9,10009,POST,/tienda1/miembros/editar.jsp,modo=insertar&login=m5&password=m5&nombre=m&apellidos=m&email=bezzerides%40esmarbella.c%40s&dni=m&direccion=m&ciudad=m&provincia=31&cp=67893&ntc=6908235978348765&B1=Confirmar,anomalous
